title	url	agency	description	format	update_frequency	cost	license
River Environment Classification Taranaki (2010)	https://data.mfe.govt.nz/layer/1828-river-environment-classification-taranaki-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Tasman (2010)	https://data.mfe.govt.nz/layer/1806-river-environment-classification-tasman-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Waikato (2010)	https://data.mfe.govt.nz/layer/1856-river-environment-classification-waikato-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are. </p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.</p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.</p><p>Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Auckland (2010)	https://data.mfe.govt.nz/layer/1809-river-environment-classification-watershed-auckland-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Bay of Plenty (2010)	https://data.mfe.govt.nz/layer/1858-river-environment-classification-watershed-bay-of-plenty-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Canterbury (2010)	https://data.mfe.govt.nz/layer/1813-river-environment-classification-watershed-canterbury-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Gisborne (2010)	https://data.mfe.govt.nz/layer/1830-river-environment-classification-watershed-gisborne-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Hawkes Bay (2010)	https://data.mfe.govt.nz/layer/1831-river-environment-classification-watershed-hawkes-bay-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Manawatu (2010)	https://data.mfe.govt.nz/layer/1847-river-environment-classification-watershed-manawatu-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Marlborough (2010)	https://data.mfe.govt.nz/layer/1848-river-environment-classification-watershed-marlborough-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Northland (2010)	https://data.mfe.govt.nz/layer/1810-river-environment-classification-watershed-northland-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Otago (2010)	https://data.mfe.govt.nz/layer/1834-river-environment-classification-watershed-otago-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Southland (2010)	https://data.mfe.govt.nz/layer/1860-river-environment-classification-watershed-southland-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Taranaki (2010)	https://data.mfe.govt.nz/layer/1851-river-environment-classification-watershed-taranaki-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Tasman (2010)	https://data.mfe.govt.nz/layer/1811-river-environment-classification-watershed-tasman-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are. </p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.</p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.</p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Waikato (2010)	https://data.mfe.govt.nz/layer/1812-river-environment-classification-watershed-waikato-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed Wellington (2010)	https://data.mfe.govt.nz/layer/1832-river-environment-classification-watershed-wellington-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Watershed West Coast (2010)	https://data.mfe.govt.nz/layer/1823-river-environment-classification-watershed-west-coast-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are.<br /></p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.<br /></p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.<br /></p><p>The User Guide is available from <a href="https://data.mfe.govt.nz/document/123-rec-user-guide-2010/">data.mfe.govt.nz/document/123-rec-user-guide-2010/</a> . Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification Wellington (2010)	https://data.mfe.govt.nz/layer/1829-river-environment-classification-wellington-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are. </p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.</p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.</p><p>Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Environment Classification West Coast (2010)	https://data.mfe.govt.nz/layer/1857-river-environment-classification-west-coast-2010/	Ministry for the Environment (MfE)	<p>The New Zealand River Environment Classification (REC) organises information about the physical characteristics of New Zealand's rivers. Individual river sections are mapped according to physical factors such as climate, source of flow for the river water, topography, and geology, and catchment land cover eg, forest, pasture or urban. Sections of river that have similar ecological characteristics can then be grouped together, no matter where they are. </p><p>This information is mapped for New Zealand's entire river network - over 425,000 kilometres of river. Different types of rivers respond differently to the pressures placed on them - the REC can be used to highlight the most appropriate management tools and approaches to reduce these pressures for each river type. Information from the classification is used to develop policy, assess the environment, and report on the quality of river water.</p><p>Stream order is the numerical position of a tributary or section of a river within the entire network. Headwater streams are assigned a stream order of 1. When two tributaries of the same stream order meet, the order increments by one for the next section downstream. However, if two sections meet where one section has higher order than the other, the next section downstream has the same order as the highest upstream section.</p><p>Additional metadata can be found at <a href="http://www.mfe.govt.nz/publications/ser/metadata/env-class/page19.html">www.mfe.govt.nz/publications/ser/metadata/env-clas...</a> .</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Flow and Stage Monitoring Sites	https://data.canterburymaps.govt.nz/layer/8171-river-flow-and-stage-monitoring-sites/	Canterbury Regional Council	<p>Location of river flow and monitoring sites in the Canterbury region</p><p>Copyright statement: Environment Canterbury</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Gauging Sites	https://data.canterburymaps.govt.nz/layer/7617-river-gauging-sites/	Canterbury Regional Council	<p>Location of river gauging  sites in the Canterbury region</p><p>Copyright statement: Environment Canterbury</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
River Public Access Sites	https://data.canterburymaps.govt.nz/layer/7618-river-public-access-sites/	Canterbury Regional Council	<p>River public access sites in the Canterbury region</p><p>Copyright statement: Environment Canterbury</p>	csv,kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
